,case,event,startTime,completeTime,creator,variant,variant-index,org:resource,role,Activity
1204,Case262,Closed,2013/03/05 10:02:19.000,2013/03/05 10:02:19.000,Fluxicon Disco,Variant 99,99,Value 3,Value 3,Closed
1205,Case263,Assign seriousness,2011/12/28 15:51:52.000,2011/12/28 15:51:52.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
1206,Case263,Take in charge ticket,2011/12/29 09:16:43.000,2011/12/29 09:16:43.000,Fluxicon Disco,Variant 1,1,Value 10,Value 10,Take in charge ticket
1207,Case263,Resolve ticket,2011/12/30 07:01:38.000,2011/12/30 07:01:38.000,Fluxicon Disco,Variant 1,1,Value 10,Value 10,Resolve ticket
1208,Case263,Closed,2012/01/28 16:01:45.000,2012/01/28 16:01:45.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1209,Case264,Assign seriousness,2011/03/09 12:27:13.000,2011/03/09 12:27:13.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
1210,Case264,Take in charge ticket,2011/03/11 07:05:59.000,2011/03/11 07:05:59.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
1211,Case264,Resolve ticket,2011/03/11 07:22:38.000,2011/03/11 07:22:38.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Resolve ticket
1212,Case264,Closed,2011/04/22 11:32:47.000,2011/04/22 11:32:47.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1213,Case265,Assign seriousness,2013/10/14 12:50:24.000,2013/10/14 12:50:24.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
1214,Case265,Take in charge ticket,2013/10/14 12:51:08.000,2013/10/14 12:51:08.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
1215,Case265,Resolve ticket,2013/11/07 15:01:57.000,2013/11/07 15:01:57.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Resolve ticket
1216,Case265,Closed,2013/11/22 15:02:18.000,2013/11/22 15:02:18.000,Fluxicon Disco,Variant 1,1,Value 3,Value 3,Closed
1217,Case266,Assign seriousness,2012/06/18 09:49:00.000,2012/06/18 09:49:00.000,Fluxicon Disco,Variant 8,8,Value 13,Value 13,Assign seriousness
1218,Case266,Resolve ticket,2012/06/20 06:11:19.000,2012/06/20 06:11:19.000,Fluxicon Disco,Variant 8,8,Value 1,Value 1,Resolve ticket
1219,Case266,Resolve ticket,2012/06/20 06:11:20.000,2012/06/20 06:11:20.000,Fluxicon Disco,Variant 8,8,Value 1,Value 1,Resolve ticket
1220,Case266,Closed,2012/07/31 09:50:36.000,2012/07/31 09:50:36.000,Fluxicon Disco,Variant 8,8,Value 5,Value 5,Closed
1221,Case267,Assign seriousness,2011/05/05 08:41:25.000,2011/05/05 08:41:25.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
1222,Case267,Take in charge ticket,2011/05/05 08:42:08.000,2011/05/05 08:42:08.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Take in charge ticket
1223,Case267,Resolve ticket,2011/05/05 12:14:58.000,2011/05/05 12:14:58.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
1224,Case267,Closed,2011/06/18 08:50:22.000,2011/06/18 08:50:22.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1225,Case268,Insert ticket,2010/07/23 07:22:58.000,2010/07/23 07:22:58.000,Fluxicon Disco,Variant 7,7,Value 15,Value 15,Insert ticket
1226,Case268,Assign seriousness,2010/07/23 07:23:24.000,2010/07/23 07:23:24.000,Fluxicon Disco,Variant 7,7,Value 15,Value 15,Assign seriousness
1227,Case268,Take in charge ticket,2010/07/23 07:29:53.000,2010/07/23 07:29:53.000,Fluxicon Disco,Variant 7,7,Value 15,Value 15,Take in charge ticket
1228,Case268,Resolve ticket,2010/07/23 08:53:25.000,2010/07/23 08:53:25.000,Fluxicon Disco,Variant 7,7,Value 15,Value 15,Resolve ticket
1229,Case268,Closed,2010/08/25 07:30:37.000,2010/08/25 07:30:37.000,Fluxicon Disco,Variant 7,7,Value 5,Value 5,Closed
1230,Case269,Take in charge ticket,2011/12/12 07:40:49.000,2011/12/12 07:40:49.000,Fluxicon Disco,Variant 11,11,Value 13,Value 13,Take in charge ticket
1231,Case269,Resolve ticket,2012/01/03 08:15:12.000,2012/01/03 08:15:12.000,Fluxicon Disco,Variant 11,11,Value 13,Value 13,Resolve ticket
1232,Case269,Closed,2012/01/18 08:15:26.000,2012/01/18 08:15:26.000,Fluxicon Disco,Variant 11,11,Value 5,Value 5,Closed
1233,Case270,Assign seriousness,2011/04/01 07:48:44.000,2011/04/01 07:48:44.000,Fluxicon Disco,Variant 16,16,Value 2,Value 2,Assign seriousness
1234,Case270,Take in charge ticket,2011/04/01 07:49:20.000,2011/04/01 07:49:20.000,Fluxicon Disco,Variant 16,16,Value 2,Value 2,Take in charge ticket
1235,Case270,Wait,2011/04/01 08:42:02.000,2011/04/01 08:42:02.000,Fluxicon Disco,Variant 16,16,Value 2,Value 2,Wait
1236,Case270,Wait,2011/04/01 09:40:01.000,2011/04/01 09:40:01.000,Fluxicon Disco,Variant 16,16,Value 2,Value 2,Wait
1237,Case270,Take in charge ticket,2011/04/04 09:05:40.000,2011/04/04 09:05:40.000,Fluxicon Disco,Variant 16,16,Value 2,Value 2,Take in charge ticket
1238,Case270,Resolve ticket,2011/04/06 09:48:27.000,2011/04/06 09:48:27.000,Fluxicon Disco,Variant 16,16,Value 2,Value 2,Resolve ticket
1239,Case270,Closed,2011/05/05 08:10:43.000,2011/05/05 08:10:43.000,Fluxicon Disco,Variant 16,16,Value 5,Value 5,Closed
1240,Case271,Insert ticket,2010/03/08 10:43:25.000,2010/03/08 10:43:25.000,Fluxicon Disco,Variant 31,31,Value 11,Value 11,Insert ticket
1241,Case271,Assign seriousness,2010/03/08 10:44:57.000,2010/03/08 10:44:57.000,Fluxicon Disco,Variant 31,31,Value 11,Value 11,Assign seriousness
1242,Case271,Assign seriousness,2010/03/08 10:45:49.000,2010/03/08 10:45:49.000,Fluxicon Disco,Variant 31,31,Value 11,Value 11,Assign seriousness
1243,Case271,Take in charge ticket,2010/03/08 10:52:48.000,2010/03/08 10:52:48.000,Fluxicon Disco,Variant 31,31,Value 11,Value 11,Take in charge ticket
1244,Case271,Resolve ticket,2010/03/08 16:00:50.000,2010/03/08 16:00:50.000,Fluxicon Disco,Variant 31,31,Value 11,Value 11,Resolve ticket
1245,Case271,Closed,2010/04/21 09:50:28.000,2010/04/21 09:50:28.000,Fluxicon Disco,Variant 31,31,Value 5,Value 5,Closed
1246,Case272,Assign seriousness,2012/01/25 06:58:57.000,2012/01/25 06:58:57.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Assign seriousness
1247,Case272,Take in charge ticket,2012/01/25 07:39:02.000,2012/01/25 07:39:02.000,Fluxicon Disco,Variant 2,2,Value 6,Value 6,Take in charge ticket
1248,Case272,Wait,2012/02/01 10:28:32.000,2012/02/01 10:28:32.000,Fluxicon Disco,Variant 2,2,Value 12,Value 12,Wait
1249,Case272,Resolve ticket,2012/02/28 16:21:41.000,2012/02/28 16:21:41.000,Fluxicon Disco,Variant 2,2,Value 12,Value 12,Resolve ticket
1250,Case272,Closed,2012/03/14 16:21:55.000,2012/03/14 16:21:55.000,Fluxicon Disco,Variant 2,2,Value 5,Value 5,Closed
1251,Case273,Assign seriousness,2010/03/25 14:16:03.000,2010/03/25 14:16:03.000,Fluxicon Disco,Variant 1,1,Value 16,Value 16,Assign seriousness
1252,Case273,Take in charge ticket,2010/03/25 14:32:12.000,2010/03/25 14:32:12.000,Fluxicon Disco,Variant 1,1,Value 16,Value 16,Take in charge ticket
1253,Case273,Resolve ticket,2010/03/25 16:10:30.000,2010/03/25 16:10:30.000,Fluxicon Disco,Variant 1,1,Value 16,Value 16,Resolve ticket
1254,Case273,Closed,2010/04/27 13:20:22.000,2010/04/27 13:20:22.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1255,Case274,Assign seriousness,2012/04/20 09:47:22.000,2012/04/20 09:47:22.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
1256,Case274,Take in charge ticket,2012/04/26 07:37:56.000,2012/04/26 07:37:56.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
1257,Case274,Resolve ticket,2012/04/26 11:19:28.000,2012/04/26 11:19:28.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
1258,Case274,Closed,2012/06/07 09:50:26.000,2012/06/07 09:50:26.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1259,Case275,Assign seriousness,2010/06/08 11:44:14.000,2010/06/08 11:44:14.000,Fluxicon Disco,Variant 1,1,Value 15,Value 15,Assign seriousness
1260,Case275,Take in charge ticket,2010/06/28 13:02:44.000,2010/06/28 13:02:44.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
1261,Case275,Resolve ticket,2010/06/28 13:07:25.000,2010/06/28 13:07:25.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Resolve ticket
1262,Case275,Closed,2010/07/13 13:07:44.000,2010/07/13 13:07:44.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1263,Case276,Insert ticket,2010/03/30 14:58:20.000,2010/03/30 14:58:20.000,Fluxicon Disco,Variant 7,7,Value 11,Value 11,Insert ticket
1264,Case276,Assign seriousness,2010/03/30 14:58:35.000,2010/03/30 14:58:35.000,Fluxicon Disco,Variant 7,7,Value 11,Value 11,Assign seriousness
1265,Case276,Take in charge ticket,2010/03/30 14:59:10.000,2010/03/30 14:59:10.000,Fluxicon Disco,Variant 7,7,Value 11,Value 11,Take in charge ticket
1266,Case276,Resolve ticket,2010/03/30 15:13:29.000,2010/03/30 15:13:29.000,Fluxicon Disco,Variant 7,7,Value 11,Value 11,Resolve ticket
1267,Case276,Closed,2010/05/13 15:00:27.000,2010/05/13 15:00:27.000,Fluxicon Disco,Variant 7,7,Value 5,Value 5,Closed
1268,Case277,Assign seriousness,2012/03/13 08:47:21.000,2012/03/13 08:47:21.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
1269,Case277,Take in charge ticket,2012/03/13 08:48:04.000,2012/03/13 08:48:04.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Take in charge ticket
1270,Case277,Resolve ticket,2012/03/14 13:35:22.000,2012/03/14 13:35:22.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Resolve ticket
1271,Case277,Closed,2012/04/20 07:50:58.000,2012/04/20 07:50:58.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1272,Case278,Assign seriousness,2010/05/24 11:55:50.000,2010/05/24 11:55:50.000,Fluxicon Disco,Variant 34,34,Value 2,Value 2,Assign seriousness
1273,Case278,Wait,2010/05/25 14:38:49.000,2010/05/25 14:38:49.000,Fluxicon Disco,Variant 34,34,Value 12,Value 12,Wait
1274,Case278,Take in charge ticket,2010/06/16 07:46:50.000,2010/06/16 07:46:50.000,Fluxicon Disco,Variant 34,34,Value 2,Value 2,Take in charge ticket
1275,Case278,Wait,2010/06/16 07:47:04.000,2010/06/16 07:47:04.000,Fluxicon Disco,Variant 34,34,Value 2,Value 2,Wait
1276,Case278,Take in charge ticket,2010/06/21 14:04:47.000,2010/06/21 14:04:47.000,Fluxicon Disco,Variant 34,34,Value 16,Value 16,Take in charge ticket
1277,Case278,Resolve ticket,2010/06/22 11:27:44.000,2010/06/22 11:27:44.000,Fluxicon Disco,Variant 34,34,Value 6,Value 6,Resolve ticket
1278,Case278,Closed,2010/07/07 11:27:55.000,2010/07/07 11:27:55.000,Fluxicon Disco,Variant 34,34,Value 5,Value 5,Closed
1279,Case279,Assign seriousness,2011/10/07 08:50:02.000,2011/10/07 08:50:02.000,Fluxicon Disco,Variant 5,5,Value 4,Value 4,Assign seriousness
1280,Case279,Resolve ticket,2011/10/07 08:50:33.000,2011/10/07 08:50:33.000,Fluxicon Disco,Variant 5,5,Value 4,Value 4,Resolve ticket
1281,Case279,Closed,2011/11/26 10:00:49.000,2011/11/26 10:00:49.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
1282,Case280,Assign seriousness,2010/11/25 13:02:43.000,2010/11/25 13:02:43.000,Fluxicon Disco,Variant 27,27,Value 2,Value 2,Assign seriousness
1283,Case280,Take in charge ticket,2010/11/25 13:03:26.000,2010/11/25 13:03:26.000,Fluxicon Disco,Variant 27,27,Value 2,Value 2,Take in charge ticket
1284,Case280,Wait,2010/11/25 14:56:39.000,2010/11/25 14:56:39.000,Fluxicon Disco,Variant 27,27,Value 2,Value 2,Wait
1285,Case280,Take in charge ticket,2010/11/29 15:25:15.000,2010/11/29 15:25:15.000,Fluxicon Disco,Variant 27,27,Value 2,Value 2,Take in charge ticket
1286,Case280,Resolve ticket,2010/11/29 15:25:22.000,2010/11/29 15:25:22.000,Fluxicon Disco,Variant 27,27,Value 2,Value 2,Resolve ticket
1287,Case280,Take in charge ticket,2010/11/30 09:58:20.000,2010/11/30 09:58:20.000,Fluxicon Disco,Variant 27,27,Value 2,Value 2,Take in charge ticket
1288,Case280,Resolve ticket,2010/12/01 13:33:08.000,2010/12/01 13:33:08.000,Fluxicon Disco,Variant 27,27,Value 2,Value 2,Resolve ticket
1289,Case280,Closed,2011/01/01 13:40:31.000,2011/01/01 13:40:31.000,Fluxicon Disco,Variant 27,27,Value 5,Value 5,Closed
1290,Case281,Assign seriousness,2011/06/30 12:42:32.000,2011/06/30 12:42:32.000,Fluxicon Disco,Variant 4,4,Value 8,Value 8,Assign seriousness
1291,Case281,Assign seriousness,2011/06/30 12:42:53.000,2011/06/30 12:42:53.000,Fluxicon Disco,Variant 4,4,Value 8,Value 8,Assign seriousness
1292,Case281,Take in charge ticket,2011/07/04 11:19:44.000,2011/07/04 11:19:44.000,Fluxicon Disco,Variant 4,4,Value 13,Value 13,Take in charge ticket
1293,Case281,Resolve ticket,2011/07/04 11:57:06.000,2011/07/04 11:57:06.000,Fluxicon Disco,Variant 4,4,Value 13,Value 13,Resolve ticket
1294,Case281,Closed,2011/08/02 12:52:00.000,2011/08/02 12:52:00.000,Fluxicon Disco,Variant 4,4,Value 5,Value 5,Closed
1295,Case282,Assign seriousness,2013/08/21 14:30:41.000,2013/08/21 14:30:41.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
1296,Case282,Take in charge ticket,2013/08/27 06:28:49.000,2013/08/27 06:28:49.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
1297,Case282,Resolve ticket,2013/09/13 12:22:07.000,2013/09/13 12:22:07.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Resolve ticket
1298,Case282,Closed,2013/09/28 12:22:21.000,2013/09/28 12:22:21.000,Fluxicon Disco,Variant 1,1,Value 3,Value 3,Closed
1299,Case283,Assign seriousness,2012/06/12 08:18:08.000,2012/06/12 08:18:08.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
1300,Case283,Take in charge ticket,2012/06/18 09:01:49.000,2012/06/18 09:01:49.000,Fluxicon Disco,Variant 1,1,Value 10,Value 10,Take in charge ticket
1301,Case283,Resolve ticket,2012/07/02 08:44:23.000,2012/07/02 08:44:23.000,Fluxicon Disco,Variant 1,1,Value 10,Value 10,Resolve ticket
1302,Case283,Closed,2012/07/17 08:44:46.000,2012/07/17 08:44:46.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1303,Case284,Assign seriousness,2011/11/08 07:24:00.000,2011/11/08 07:24:00.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
1304,Case284,Take in charge ticket,2011/11/08 07:24:19.000,2011/11/08 07:24:19.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
1305,Case284,Resolve ticket,2011/11/08 07:34:52.000,2011/11/08 07:34:52.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
1306,Case284,Closed,2012/01/06 07:31:20.000,2012/01/06 07:31:20.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1307,Case285,Assign seriousness,2012/05/02 09:41:57.000,2012/05/02 09:41:57.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
1308,Case285,Take in charge ticket,2012/05/03 07:00:14.000,2012/05/03 07:00:14.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
1309,Case285,Resolve ticket,2012/05/03 13:34:29.000,2012/05/03 13:34:29.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
1310,Case285,Closed,2012/06/02 09:50:45.000,2012/06/02 09:50:45.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1311,Case286,Assign seriousness,2013/04/29 06:33:38.000,2013/04/29 06:33:38.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Assign seriousness
1312,Case286,Take in charge ticket,2013/04/29 08:35:06.000,2013/04/29 08:35:06.000,Fluxicon Disco,Variant 1,1,Value 12,Value 12,Take in charge ticket
1313,Case286,Resolve ticket,2013/05/31 15:02:09.000,2013/05/31 15:02:09.000,Fluxicon Disco,Variant 1,1,Value 12,Value 12,Resolve ticket
1314,Case286,Closed,2013/06/15 15:02:25.000,2013/06/15 15:02:25.000,Fluxicon Disco,Variant 1,1,Value 3,Value 3,Closed
1315,Case287,Assign seriousness,2011/02/08 06:48:56.000,2011/02/08 06:48:56.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
1316,Case287,Take in charge ticket,2011/02/08 06:49:34.000,2011/02/08 06:49:34.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
1317,Case287,Resolve ticket,2011/02/08 09:49:59.000,2011/02/08 09:49:59.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
1318,Case287,Closed,2011/04/03 06:19:00.000,2011/04/03 06:19:00.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1319,Case288,Assign seriousness,2011/11/17 08:35:43.000,2011/11/17 08:35:43.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
1320,Case288,Take in charge ticket,2011/11/17 08:36:01.000,2011/11/17 08:36:01.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
1321,Case288,Resolve ticket,2011/11/17 13:00:05.000,2011/11/17 13:00:05.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
1322,Case288,Closed,2011/12/24 08:40:29.000,2011/12/24 08:40:29.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1323,Case289,Assign seriousness,2010/09/07 13:11:07.000,2010/09/07 13:11:07.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Assign seriousness
1324,Case289,Take in charge ticket,2010/09/07 13:44:49.000,2010/09/07 13:44:49.000,Fluxicon Disco,Variant 1,1,Value 11,Value 11,Take in charge ticket
1325,Case289,Resolve ticket,2010/09/07 14:39:38.000,2010/09/07 14:39:38.000,Fluxicon Disco,Variant 1,1,Value 11,Value 11,Resolve ticket
1326,Case289,Closed,2010/10/21 13:20:35.000,2010/10/21 13:20:35.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1327,Case290,Assign seriousness,2012/02/14 10:05:29.000,2012/02/14 10:05:29.000,Fluxicon Disco,Variant 50,50,Value 4,Value 4,Assign seriousness
1328,Case290,Wait,2012/02/15 08:20:13.000,2012/02/15 08:20:13.000,Fluxicon Disco,Variant 50,50,Value 4,Value 4,Wait
1329,Case290,Resolve ticket,2012/02/29 14:31:24.000,2012/02/29 14:31:24.000,Fluxicon Disco,Variant 50,50,Value 1,Value 1,Resolve ticket
1330,Case290,Resolve ticket,2012/02/29 14:31:28.000,2012/02/29 14:31:28.000,Fluxicon Disco,Variant 50,50,Value 1,Value 1,Resolve ticket
1331,Case290,Closed,2012/04/04 06:30:48.000,2012/04/04 06:30:48.000,Fluxicon Disco,Variant 50,50,Value 5,Value 5,Closed
1332,Case291,Assign seriousness,2010/10/13 09:21:33.000,2010/10/13 09:21:33.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
1333,Case291,Assign seriousness,2010/10/13 09:21:52.000,2010/10/13 09:21:52.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
1334,Case291,Take in charge ticket,2010/10/13 09:22:15.000,2010/10/13 09:22:15.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Take in charge ticket
1335,Case291,Resolve ticket,2010/10/20 14:23:37.000,2010/10/20 14:23:37.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Resolve ticket
1336,Case291,Closed,2010/11/20 10:30:36.000,2010/11/20 10:30:36.000,Fluxicon Disco,Variant 4,4,Value 5,Value 5,Closed
1337,Case292,Assign seriousness,2012/08/02 07:46:54.000,2012/08/02 07:46:54.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Assign seriousness
1338,Case292,Take in charge ticket,2012/08/02 07:48:49.000,2012/08/02 07:48:49.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Take in charge ticket
1339,Case292,Resolve ticket,2012/08/02 07:49:07.000,2012/08/02 07:49:07.000,Fluxicon Disco,Variant 1,1,Value 4,Value 4,Resolve ticket
1340,Case292,Closed,2012/09/06 07:50:13.000,2012/09/06 07:50:13.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1341,Case293,Assign seriousness,2012/07/27 12:10:43.000,2012/07/27 12:10:43.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
1342,Case293,Take in charge ticket,2012/08/10 12:16:56.000,2012/08/10 12:16:56.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
1343,Case293,Resolve ticket,2012/08/14 07:26:51.000,2012/08/14 07:26:51.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
1344,Case293,Closed,2012/09/13 12:20:37.000,2012/09/13 12:20:37.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1345,Case294,Assign seriousness,2010/05/14 11:55:15.000,2010/05/14 11:55:15.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Assign seriousness
1346,Case294,Take in charge ticket,2010/05/14 12:02:16.000,2010/05/14 12:02:16.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Take in charge ticket
1347,Case294,Resolve ticket,2010/05/14 12:24:16.000,2010/05/14 12:24:16.000,Fluxicon Disco,Variant 1,1,Value 6,Value 6,Resolve ticket
1348,Case294,Closed,2010/06/20 12:00:45.000,2010/06/20 12:00:45.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
1349,Case295,Assign seriousness,2012/02/15 08:20:54.000,2012/02/15 08:20:54.000,Fluxicon Disco,Variant 6,6,Value 9,Value 9,Assign seriousness
1350,Case295,Take in charge ticket,2012/02/15 08:30:22.000,2012/02/15 08:30:22.000,Fluxicon Disco,Variant 6,6,Value 6,Value 6,Take in charge ticket
1351,Case295,Resolve ticket,2012/02/15 12:06:58.000,2012/02/15 12:06:58.000,Fluxicon Disco,Variant 6,6,Value 17,Value 17,Resolve ticket
1352,Case295,Resolve ticket,2012/02/15 12:06:59.000,2012/02/15 12:06:59.000,Fluxicon Disco,Variant 6,6,Value 17,Value 17,Resolve ticket
1353,Case295,Closed,2012/03/30 07:31:03.000,2012/03/30 07:31:03.000,Fluxicon Disco,Variant 6,6,Value 5,Value 5,Closed
1354,Case296,Assign seriousness,2013/05/28 06:02:36.000,2013/05/28 06:02:36.000,Fluxicon Disco,Variant 2,2,Value 14,Value 14,Assign seriousness
1355,Case296,Take in charge ticket,2013/06/17 11:42:33.000,2013/06/17 11:42:33.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Take in charge ticket
1356,Case296,Wait,2013/06/17 13:24:47.000,2013/06/17 13:24:47.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Wait
1357,Case296,Resolve ticket,2013/06/27 11:37:05.000,2013/06/27 11:37:05.000,Fluxicon Disco,Variant 2,2,Value 9,Value 9,Resolve ticket
